Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo,Fecha_Hora
Ate,Surco,Centro de Distribución,Punto de Entrega,-11.922545540018598,-76.87987653401353,-11.909520131675013,-76.98558924958444,109:47,81.27,179.23,2024-10-15 21:12:51
San Borja,Barranco,Centro de Distribución,Punto de Entrega,-11.862401305410224,-76.82173747237078,-12.041699301336818,-77.00713794217538,115:06,33.58,71.24,2024-10-15 21:12:51
San Borja,Breña,Punto de Entrega,Centro de Distribución,-12.116115574707035,-77.12008471365876,-12.011476718856773,-77.04282012947805,29:38,23.25,35.25,2024-10-06 21:12:51
Barranco,San Borja,Punto de Entrega,Punto de Entrega,-11.877095391469792,-77.0356423505459,-12.050291061095349,-76.8580027459222,7:11,2.01,11.51,2024-09-28 21:12:51
Chorrillos,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-11.97145679313152,-77.06343601900655,-11.971795623589056,-76.81932315914256,22:56,15.45,33.06,2024-10-10 21:12:51
Comas,Breña,Centro de Distribución,Punto de Entrega,-12.05751684861412,-77.16639922735608,-12.009420393221447,-77.05115427024965,36:31,18.85,47.19,2024-09-29 21:12:51
La Victoria,Lima Centro,Centro de Distribución,Punto de Entrega,-12.108097249994593,-76.89587962357909,-12.026367419875255,-77.03487905125203,93:57,47.46,59.03,2024-09-28 21:12:51
Pueblo Libre,San Miguel,Punto de Entrega,Centro de Distribución,-12.095020979699745,-77.17277037644945,-11.861058620664268,-77.03769444424758,17:32,13.75,35.0,2024-10-09 21:12:51
Breña,Barranco,Punto de Entrega,Centro de Distribución,-11.930485480018103,-76.98868303892618,-12.132299644740282,-77.03501750014284,84:27,59.84,132.27,2024-09-19 21:12:51
Ate,Breña,Centro de Distribución,Punto de Entrega,-12.083704366633235,-76.80888731692473,-12.188780045676515,-76.97026926534797,50:15,14.04,49.85,2024-09-21 21:12:51
Ate,San Miguel,Punto de Entrega,Punto de Entrega,-12.099295813318951,-76.80351033446486,-12.103006513180972,-76.87149673951888,44:13,29.04,73.09,2024-10-16 21:12:51
Surco,La Victoria,Punto de Entrega,Punto de Entrega,-12.17430294622578,-76.98681481448398,-12.144977591574191,-77.13936306515262,18:52,12.53,22.59,2024-10-01 21:12:51
Los Olivos,Breña,Punto de Entrega,Centro de Distribución,-11.848448056447113,-76.84220147434836,-12.0720331986349,-77.13026997664292,19:00,14.0,34.42,2024-09-23 21:12:51
San Miguel,Chorrillos,Centro de Distribución,Punto de Entrega,-11.818725184180664,-76.97950822655808,-11.97982861118578,-77.01693500846619,116:33,52.27,135.84,2024-10-05 21:12:51
La Victoria,Breña,Centro de Distribución,Punto de Entrega,-12.096390194801982,-77.1048871614325,-11.902998074330103,-77.07867265454374,101:56,17.54,74.87,2024-09-19 21:12:51
Barranco,Breña,Centro de Distribución,Punto de Entrega,-12.10965983952634,-76.93165081449848,-11.841513661756593,-76.98757246974216,89:55,30.37,70.96,2024-09-29 21:12:51
Chorrillos,Lince,Centro de Distribución,Punto de Entrega,-12.075590200437638,-77.0036251707179,-12.185445880628924,-77.09948947382014,23:21,13.54,27.01,2024-09-25 21:12:51
Rímac,Los Olivos,Centro de Distribución,Punto de Entrega,-11.933723755984234,-77.04907526313148,-12.176046904933509,-77.10508043068937,108:09,41.8,96.35,2024-09-30 21:12:51
Miraflores,Ate,Centro de Distribución,Punto de Entrega,-11.97626088685094,-77.14548841599436,-12.015903678031753,-77.16641481766762,104:31,49.64,63.4,2024-09-20 21:12:51
Ate,Rímac,Punto de Entrega,Centro de Distribución,-12.101046579814923,-76.84956514316146,-11.99456025743925,-76.97241574579033,44:15,30.19,68.61,2024-10-02 21:12:51
Rímac,Miraflores,Centro de Distribución,Punto de Entrega,-11.869039747512682,-76.81653952492935,-12.17375264410169,-76.87480379244809,37:38,14.79,35.88,2024-10-12 21:12:51
Jesús María,La Molina,Punto de Entrega,Punto de Entrega,-12.105726068130247,-77.15904614874574,-12.101427289686852,-76.86036114455466,9:41,6.86,18.4,2024-10-01 21:12:51
Lima Centro,Barranco,Punto de Entrega,Centro de Distribución,-11.929833401600746,-76.92600386686375,-12.1319167859794,-76.8001571767334,78:59,64.02,113.74,2024-10-03 21:12:51
Pueblo Libre,Lima Centro,Punto de Entrega,Centro de Distribución,-12.017693292762258,-76.89501995978651,-11.854042503094153,-77.15517493916191,16:37,5.97,16.85,2024-10-05 21:12:51
Magdalena,Ate,Punto de Entrega,Centro de Distribución,-12.10919746418034,-77.15340366421269,-12.036938554416182,-76.99444089615447,115:50,65.78,100.37,2024-10-19 21:12:51
San Isidro,La Victoria,Centro de Distribución,Punto de Entrega,-12.04441311035936,-76.89841452645246,-11.833662206564433,-76.89875336608185,17:02,2.99,9.64,2024-09-19 21:12:51
Lince,Rímac,Punto de Entrega,Centro de Distribución,-12.064790838665651,-76.90038278112102,-12.156467533579244,-77.04960589570618,63:50,48.72,52.88,2024-09-21 21:12:51
Surco,La Victoria,Centro de Distribución,Punto de Entrega,-12.193719650804912,-76.95360679543415,-12.011074539006728,-77.07834060270308,25:36,20.14,36.79,2024-09-23 21:12:51
Miraflores,Los Olivos,Punto de Entrega,Centro de Distribución,-12.138848565876325,-77.09524514847676,-11.861005611993553,-76.9342071353856,28:02,11.97,31.96,2024-10-15 21:12:51
Jesús María,La Molina,Centro de Distribución,Punto de Entrega,-11.961745645403047,-76.91095938832107,-11.867572493938908,-77.1083645631458,76:41,55.09,126.42,2024-10-14 21:12:51
Lima Centro,Comas,Centro de Distribución,Punto de Entrega,-11.886683693663374,-77.01493293049701,-11.815239488689407,-77.0339542509073,23:37,16.08,25.42,2024-09-30 21:12:51
Surco,Jesús María,Centro de Distribución,Punto de Entrega,-12.113711777143237,-77.16129992567436,-12.13678756419353,-77.05235838346701,5:24,1.37,8.55,2024-10-06 21:12:51
Los Olivos,Magdalena,Centro de Distribución,Punto de Entrega,-12.007539360521315,-77.19565512922146,-11.805840510341685,-77.09024830836438,60:25,37.75,32.08,2024-09-22 21:12:51
Comas,La Victoria,Punto de Entrega,Centro de Distribución,-11.826467501539508,-76.83616682714018,-11.803915882369148,-77.08073840236482,15:28,6.72,19.17,2024-09-24 21:12:51
Pueblo Libre,Rímac,Centro de Distribución,Punto de Entrega,-12.029153891285082,-76.92440743034935,-11.848094300338563,-76.86605323081166,58:15,39.46,76.18,2024-10-14 21:12:51
San Juan de Lurigancho,Chorrillos,Centro de Distribución,Punto de Entrega,-11.985616400774358,-76.8091395144555,-12.18593193199711,-77.03715840840024,14:05,10.08,13.47,2024-09-28 21:12:51
Barranco,Jesús María,Punto de Entrega,Punto de Entrega,-11.846437288889994,-77.14621274026895,-12.058862596050076,-77.16227652412226,42:28,9.93,26.45,2024-09-26 21:12:51
Surco,Breña,Punto de Entrega,Centro de Distribución,-11.825137838377222,-76.90804342717364,-12.096530008740118,-76.88715063470552,72:58,28.54,61.43,2024-10-17 21:12:51
San Miguel,Breña,Centro de Distribución,Punto de Entrega,-12.118338428672184,-77.14717855796356,-11.845976622010188,-76.9351276735721,54:21,22.62,61.12,2024-10-19 21:12:51
San Miguel,Miraflores,Centro de Distribución,Punto de Entrega,-11.947187149790032,-76.86689576378312,-11.92238266429245,-76.8694783073509,76:46,17.24,51.66,2024-09-23 21:12:51
San Juan de Lurigancho,Barranco,Centro de Distribución,Punto de Entrega,-11.86266136856681,-76.95455741133237,-12.062166338590831,-76.93330683724811,101:59,79.06,114.2,2024-09-19 21:12:51
San Miguel,San Isidro,Centro de Distribución,Punto de Entrega,-12.125526949728279,-77.05345060307593,-11.900313270736872,-77.04175837373305,55:02,11.27,30.35,2024-10-19 21:12:51
San Miguel,Rímac,Punto de Entrega,Centro de Distribución,-11.95491518012455,-77.19933437680469,-12.086537602476765,-76.91755028166023,95:15,16.46,50.89,2024-10-08 21:12:51
Magdalena,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-11.980975601144744,-77.03027948744175,-11.980475522469522,-77.15028407400618,113:11,40.67,124.69,2024-09-21 21:12:51
La Victoria,Breña,Centro de Distribución,Punto de Entrega,-12.189256313493967,-76.96903340593981,-12.026344690180276,-77.14973172283446,27:25,22.03,38.15,2024-10-13 21:12:51
Pueblo Libre,San Isidro,Punto de Entrega,Centro de Distribución,-12.03808425340204,-77.10021067895546,-12.105671952208093,-76.91079368866599,31:11,13.19,26.09,2024-10-10 21:12:51
La Molina,Comas,Punto de Entrega,Punto de Entrega,-11.922182708943916,-77.14787804901522,-12.146393838602794,-76.92821020137887,112:11,19.47,49.22,2024-09-30 21:12:51
Pueblo Libre,Ate,Punto de Entrega,Punto de Entrega,-11.95263283367066,-76.87800329977394,-11.84595849917577,-76.87891295247483,104:06,21.17,55.63,2024-09-29 21:12:51
Pueblo Libre,Magdalena,Punto de Entrega,Centro de Distribución,-11.839526730152151,-77.02244037114593,-11.810926175050696,-76.89016150697634,95:46,22.07,73.31,2024-09-19 21:12:51
Lince,Los Olivos,Punto de Entrega,Punto de Entrega,-12.090671508555658,-76.94644672441851,-11.978218352329865,-76.93983112467699,45:08,31.79,72.12,2024-09-21 21:12:51
Miraflores,Comas,Centro de Distribución,Punto de Entrega,-12.178111924000689,-76.92406471717196,-11.947328627530837,-76.87665962771626,6:19,4.69,9.75,2024-09-25 21:12:51
Breña,San Isidro,Centro de Distribución,Punto de Entrega,-11.834326773021756,-77.13854857681062,-12.063815371953185,-77.04180549698388,15:35,10.21,28.96,2024-10-19 21:12:51
Breña,San Borja,Centro de Distribución,Punto de Entrega,-12.04228182421459,-77.1592494550158,-12.147232898524566,-76.83709086604948,108:28,68.89,152.58,2024-09-27 21:12:51
Ate,Jesús María,Punto de Entrega,Centro de Distribución,-11.806539822395514,-76.82060070261367,-11.845496503277186,-76.96441519116105,113:56,70.19,117.7,2024-10-18 21:12:51
Magdalena,Pueblo Libre,Centro de Distribución,Punto de Entrega,-12.046293747681393,-76.99498610813325,-11.910316823055886,-76.81355710628509,62:07,11.74,32.84,2024-10-07 21:12:51
Magdalena,Comas,Centro de Distribución,Punto de Entrega,-12.104384101256722,-77.12378322901327,-11.918801105846109,-76.87278150283268,29:11,12.37,19.67,2024-10-11 21:12:51
Rímac,San Isidro,Centro de Distribución,Punto de Entrega,-11.962249715036242,-76.88412176933218,-11.871610156442475,-76.82416089154374,18:23,6.03,18.39,2024-10-09 21:12:51
Miraflores,Lince,Centro de Distribución,Punto de Entrega,-12.145609589166456,-77.11413165278606,-11.812390291782728,-77.13157308925186,108:23,84.4,76.58,2024-09-26 21:12:51
Magdalena,Lince,Centro de Distribución,Punto de Entrega,-12.188505606463735,-77.08224846015344,-11.999335385052031,-76.90122121524257,52:14,21.61,60.28,2024-09-19 21:12:51
Chorrillos,Ate,Punto de Entrega,Centro de Distribución,-11.80883084799595,-77.10052395104965,-12.142849197616572,-77.19520235823173,67:06,50.91,90.1,2024-10-18 21:12:51
Comas,San Miguel,Centro de Distribución,Punto de Entrega,-12.17862918225975,-76.98690136434242,-11.955056572457956,-77.02210313017927,115:15,32.33,85.65,2024-10-13 21:12:51
Comas,San Borja,Punto de Entrega,Punto de Entrega,-11.840988579279436,-76.94857873060158,-11.88998832983744,-76.96814941864123,112:27,51.77,133.67,2024-09-23 21:12:51
La Molina,Chorrillos,Centro de Distribución,Punto de Entrega,-12.124477492851852,-76.80562419918347,-12.020746121012051,-76.84812234970934,37:45,20.08,24.2,2024-09-25 21:12:51
Breña,Lince,Punto de Entrega,Centro de Distribución,-12.164954544348825,-77.06657998153602,-11.924318539456415,-77.18347287620968,45:07,20.75,33.14,2024-10-02 21:12:51
Barranco,Magdalena,Punto de Entrega,Punto de Entrega,-11.91763973220117,-76.80864689778198,-12.157692303436479,-77.03195922824379,24:37,7.35,26.71,2024-10-16 21:12:51
Barranco,La Victoria,Punto de Entrega,Centro de Distribución,-11.87980879163966,-76.93808796431226,-11.94003302307009,-77.03479829903188,35:52,21.78,33.77,2024-10-04 21:12:51
Pueblo Libre,San Miguel,Centro de Distribución,Punto de Entrega,-11.80852430663421,-76.87119413608838,-11.855547508489135,-77.11501274561459,39:24,28.87,47.08,2024-10-14 21:12:51
San Borja,San Isidro,Centro de Distribución,Punto de Entrega,-11.823220642978939,-76.82473946871585,-12.17198806962049,-77.09139948505246,101:21,82.77,110.22,2024-10-17 21:12:51
Barranco,Surco,Centro de Distribución,Punto de Entrega,-11.924534669970091,-77.0514529559726,-12.15148963565473,-77.03134056335645,84:44,27.46,53.77,2024-10-03 21:12:51
Chorrillos,Lince,Punto de Entrega,Centro de Distribución,-12.05014016322726,-77.19797784727513,-11.992522326571422,-76.93508482497508,49:27,16.49,28.52,2024-10-19 21:12:51
Rímac,La Victoria,Centro de Distribución,Punto de Entrega,-12.035134034760311,-76.92303176279648,-11.92124649258896,-77.17008675390487,38:07,17.89,48.07,2024-10-19 21:12:51
Pueblo Libre,Miraflores,Punto de Entrega,Centro de Distribución,-12.198470416110817,-77.16249149789654,-12.071877707842969,-76.92951905196027,21:22,6.58,18.17,2024-09-23 21:12:51
San Borja,Lince,Punto de Entrega,Centro de Distribución,-11.98390689829238,-77.04131531955747,-11.823720588885502,-77.06599751859778,63:37,26.49,87.53,2024-10-04 21:12:51
San Borja,La Molina,Punto de Entrega,Punto de Entrega,-12.024105851606091,-77.09843878735109,-11.819795509160908,-77.04330094062708,85:47,30.76,78.95,2024-10-14 21:12:51
Lima Centro,Pueblo Libre,Centro de Distribución,Punto de Entrega,-12.16955662456066,-76.95113264170058,-11.962899507509439,-76.80780824430819,109:04,53.05,111.5,2024-09-21 21:12:51
Barranco,Ate,Punto de Entrega,Punto de Entrega,-12.086862523839642,-76.89546200349626,-11.961543989933054,-77.09213200320269,47:28,14.88,37.07,2024-09-24 21:12:51
Surco,Magdalena,Punto de Entrega,Punto de Entrega,-12.164582969507405,-76.99057230405782,-12.023514640353882,-76.86098012109828,83:18,35.09,72.5,2024-10-03 21:12:51
Surco,Pueblo Libre,Punto de Entrega,Centro de Distribución,-12.069648482555719,-76.8422439731519,-12.172071998932465,-76.99225239058988,22:34,13.22,32.23,2024-10-13 21:12:51
La Molina,San Isidro,Punto de Entrega,Centro de Distribución,-11.920945928041133,-76.85552398287538,-11.830974193087748,-77.09013331985511,33:50,23.93,35.71,2024-10-13 21:12:51
Surco,Breña,Punto de Entrega,Centro de Distribución,-12.084026301991853,-77.10672205316835,-11.929931876187453,-77.08173599047655,28:25,11.82,19.85,2024-09-19 21:12:51
San Isidro,Jesús María,Punto de Entrega,Punto de Entrega,-11.930577324691413,-77.1721386735571,-12.096818772579194,-77.16074137568101,47:51,34.87,57.07,2024-10-18 21:12:51
Pueblo Libre,Breña,Centro de Distribución,Punto de Entrega,-12.069466504545728,-77.18483893748315,-11.93985263019295,-77.01419493893039,88:30,43.78,68.47,2024-10-09 21:12:51
La Victoria,Pueblo Libre,Centro de Distribución,Punto de Entrega,-11.878511279061993,-77.05619233957026,-11.851988141012907,-76.9583285436889,45:51,13.83,43.0,2024-09-19 21:12:51
Chorrillos,Lince,Punto de Entrega,Centro de Distribución,-12.191538970988235,-76.94827089902063,-11.906811994924597,-77.12490063425219,70:36,36.73,65.35,2024-10-04 21:12:51
San Isidro,Miraflores,Centro de Distribución,Punto de Entrega,-11.8239561115453,-76.84255989289422,-11.972563545076648,-77.0138302383677,61:39,21.93,75.5,2024-10-01 21:12:51
Ate,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-11.872456109653037,-76.90309578441729,-11.866992588629017,-77.10943602429451,113:10,57.14,128.93,2024-10-05 21:12:51
Barranco,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-11.86356457985494,-77.02886135888387,-12.190014923682693,-76.81824001025338,117:50,83.95,197.84,2024-09-23 21:12:51
Miraflores,Rímac,Centro de Distribución,Punto de Entrega,-11.95281466667326,-76.91475227330332,-11.954404300796357,-77.04449630674911,92:30,48.6,43.34,2024-10-11 21:12:51
San Miguel,Miraflores,Punto de Entrega,Centro de Distribución,-12.118970972222492,-76.86342976175548,-11.901961124607386,-76.83240468148506,105:09,70.83,124.83,2024-09-28 21:12:51
Pueblo Libre,Lima Centro,Punto de Entrega,Centro de Distribución,-11.908213629664061,-77.13434668914252,-12.028245754464225,-77.06639043597195,31:22,6.75,21.24,2024-10-15 21:12:51
Comas,Lima Centro,Punto de Entrega,Centro de Distribución,-11.93518386181136,-77.15076406081727,-12.055966986525416,-76.88793447816441,41:52,10.74,24.71,2024-10-02 21:12:51
Barranco,Breña,Centro de Distribución,Punto de Entrega,-12.085396804413415,-76.80615131928266,-11.85361384897935,-77.06944610128691,46:59,19.29,31.65,2024-09-27 21:12:51
Breña,Pueblo Libre,Centro de Distribución,Punto de Entrega,-12.027178508081725,-77.0458492772816,-11.81925237584075,-77.13886511693524,95:03,45.1,62.26,2024-09-22 21:12:51
Magdalena,La Victoria,Centro de Distribución,Punto de Entrega,-11.866509756524108,-76.81787867110228,-12.094165117714985,-76.85368285822672,108:38,72.56,95.81,2024-09-25 21:12:51
Rímac,Jesús María,Centro de Distribución,Punto de Entrega,-11.858411074492471,-76.85889234236575,-11.967215336442692,-76.83298981089796,36:45,12.07,27.86,2024-10-19 21:12:51
Breña,Jesús María,Centro de Distribución,Punto de Entrega,-12.174059651097933,-77.07712238747342,-11.888662648540608,-76.90675766013621,11:43,4.9,12.9,2024-09-23 21:12:51
Surco,Barranco,Punto de Entrega,Punto de Entrega,-11.886463424867426,-77.0264267583759,-12.096701084186993,-76.8222296742521,27:15,10.25,29.42,2024-09-21 21:12:51
Jesús María,San Isidro,Punto de Entrega,Punto de Entrega,-12.196340437428018,-76.88607299077871,-11.943991281892705,-77.18127085416909,17:22,8.29,27.45,2024-10-11 21:12:51
Surco,Magdalena,Punto de Entrega,Centro de Distribución,-11.867248443048084,-77.01859064514842,-11.945683047299516,-77.14994204884748,103:32,26.82,69.26,2024-09-29 21:12:51
Ate,Jesús María,Centro de Distribución,Punto de Entrega,-12.150605244271317,-76.99197590316504,-11.901933195013727,-77.12063657174693,36:07,22.95,59.0,2024-10-03 21:12:51
Los Olivos,San Miguel,Centro de Distribución,Punto de Entrega,-12.032806999801565,-77.04918046417353,-11.843675642092133,-76.8661792848282,50:10,18.24,33.77,2024-09-22 21:12:51
Los Olivos,San Juan de Lurigancho,Punto de Entrega,Punto de Entrega,-12.06475722978688,-77.07653390016345,-12.018030755604123,-77.17040567793701,46:59,31.93,71.15,2024-10-09 21:12:51
Surco,Breña,Punto de Entrega,Punto de Entrega,-12.087530909562446,-77.00496649212758,-11.998296999914368,-76.81063251487981,9:07,5.56,11.92,2024-10-12 21:12:51
